Version,2.1.7,,,,,,,,,,,,,,,,
Release Date,12/12/2010,,,,,,,,,,,,,,,,
Row Labels,Count of File,Count of REF,Count of BUG,Count of Dev#,Count of LoC+,Max of LoC+,Average of LoC+,Count of LoC-,Max of LoC-,Average of LoC-,Max of FCount,Average of FCount,Average of Date,Codechurn,Max Codechurn,Ave Codechurn,Age
 components/txmanager/branches/geronimo-txmanager-parent-2.1/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/WrapperNamedXAResource.java,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/branches/geronimo-txmanager-parent-2.1/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/XidFactoryImpl.java,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/branches/geronimo-txmanager-parent-2.1/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/XidImpl.java,2,2,2,2,2,0,0,2,0,0,89,56.5,09/02/10,4,0,0,14.42857143
 components/txmanager/branches/geronimo-txmanager-parent-2.1/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/XidImporter.java,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/branches/geronimo-txmanager-parent-2.1/geronimo-transaction/src/main/resources,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/branches/geronimo-txmanager-parent-2.1/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/AbstractRecoveryTest.java,2,2,2,2,2,14,7,2,30,15,89,47.5,09/02/10,4,44,11,14.42857143
 components/txmanager/branches/geronimo-txmanager-parent-2.1/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/MockLog.java,3,3,3,3,3,5,3.333333333,3,5,3.333333333,89,32.66666667,08/25/10,6,10,3.333333333,15.57142857
 components/txmanager/branches/geronimo-txmanager-parent-2.1/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/MockResource.java,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/branches/geronimo-txmanager-parent-2.1/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/MockResourceManager.java,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/branches/geronimo-txmanager-parent-2.1/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/RecoveryTest.java,3,3,3,3,3,21,14,3,33,22,89,32.66666667,08/25/10,6,54,18,15.57142857
 components/txmanager/branches/geronimo-txmanager-parent-2.1/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/TestTransactionManager.java,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/branches/geronimo-txmanager-parent-2.1/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/TransactionManagerImplTest.java,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/branches/geronimo-txmanager-parent-2.1/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/TransactionSynchronizationRegistryTest.java,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/branches/geronimo-txmanager-parent-2.1/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/XATransactionTester.java,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/branches/geronimo-txmanager-parent-2.1/geronimo-transaction/src/test/resources/META-INF/NOTICE.txt,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/branches/geronimo-txmanager-parent-2.1/LICENSE.txt,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/branches/geronimo-txmanager-parent-2.1/NOTICE,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/branches/geronimo-txmanager-parent-2.1/NOTICE.txt,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/branches/geronimo-txmanager-parent-2.1/pom.xml,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/branches/geronimo-txmanager-parent-2.2/geronimo-connector/pom.xml,11,11,11,11,11,1,0.909090909,11,1,0.909090909,89,10.81818182,10/24/10,22,2,0.909090909,7
 components/txmanager/branches/geronimo-txmanager-parent-2.2/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/PoolIdleReleaserTimer.java,1,1,1,1,1,0,0,1,0,0,3,3,11/10/10,2,0,0,4.571428571
 components/txmanager/branches/geronimo-txmanager-parent-2.2/geronimo-transaction/pom.xml,11,11,11,11,11,1,0.909090909,11,1,0.909090909,89,10.81818182,10/24/10,22,2,0.909090909,7
 components/txmanager/branches/geronimo-txmanager-parent-2.2/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/ExponentialtIntervalRetryScheduler.java,1,1,1,1,1,0,0,1,0,0,3,3,11/10/10,2,0,0,4.571428571
 components/txmanager/branches/geronimo-txmanager-parent-2.2/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/RecoveryImpl.java,2,2,2,2,2,0,0,2,0,0,10,7.5,10/18/10,4,0,0,7.857142857
 components/txmanager/branches/geronimo-txmanager-parent-2.2/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/RollbackTask.java,4,4,4,4,4,171,89.5,4,9,4.5,10,4.75,10/25/10,8,180,47,6.857142857
 components/txmanager/branches/geronimo-txmanager-parent-2.2/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/TransactionImpl.java,2,2,2,2,2,0,0,2,0,0,10,7.5,10/18/10,4,0,0,7.857142857
 components/txmanager/branches/geronimo-txmanager-parent-2.2/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/TransactionManagerImpl.java,2,2,2,2,2,0,0,2,0,0,10,7.5,10/18/10,4,0,0,7.857142857
 components/txmanager/branches/geronimo-txmanager-parent-2.2/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/AbstractRecoveryTest.java,1,1,1,1,1,0,0,1,0,0,10,10,10/18/10,2,0,0,7.857142857
 components/txmanager/branches/geronimo-txmanager-parent-2.2/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/HOWLLogRecoveryTest.java,1,1,1,1,1,0,0,1,0,0,10,10,10/18/10,2,0,0,7.857142857
 components/txmanager/branches/geronimo-txmanager-parent-2.2/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/MockLogRecoveryTest.java,1,1,1,1,1,0,0,1,0,0,10,10,10/18/10,2,0,0,7.857142857
 components/txmanager/branches/geronimo-txmanager-parent-2.2/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/RecoveryTest.java,1,1,1,1,1,0,0,1,0,0,10,10,10/18/10,2,0,0,7.857142857
 components/txmanager/branches/geronimo-txmanager-parent-2.2/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/TransactionManagerImplTest.java,1,1,1,1,1,0,0,1,0,0,10,10,10/18/10,2,0,0,7.857142857
 components/txmanager/branches/geronimo-txmanager-parent-2.2/pom.xml,1,1,1,1,1,0,0,1,0,0,89,89,09/24/10,2,0,0,11.28571429
 components/txmanager/trunk/geronimo-connector/pom.xml,4,4,4,4,4,5,2,4,1,0.75,8,4.75,10/13/10,8,6,1.375,8.571428571
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/ActivationSpecNamedXAResourceFactory.java,1,1,1,1,1,1,1,1,1,1,2,2,08/19/10,2,2,1,16.42857143
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/ActivationSpecWrapper.java,1,1,1,1,1,49,49,1,2,2,5,5,10/08/10,2,51,25.5,9.285714286
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/AdminObjectWrapper.java,2,2,2,2,2,115,115,2,0,0,5,4,10/08/10,4,115,57.5,9.285714286
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/ConnectionHandleInterceptor.java,2,2,2,2,2,0,0,2,0,0,24,20.5,08/11/10,4,0,0,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/ConnectionInfo.java,2,2,2,2,2,0,0,2,0,0,24,20.5,08/11/10,4,0,0,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/ConnectionInterceptor.java,2,2,2,2,2,0,0,2,0,0,24,20.5,08/11/10,4,0,0,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/ConnectionTrackingInterceptor.java,2,2,2,2,2,10,10,2,0,0,24,20.5,08/11/10,4,10,5,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/GenericConnectionManager.java,2,2,2,2,2,6,6,2,1,1,24,20.5,08/11/10,4,7,3.5,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/LocalXAResourceInsertionInterceptor.java,2,2,2,2,2,0,0,2,0,0,24,20.5,08/11/10,4,0,0,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/MCFConnectionInterceptor.java,2,2,2,2,2,5,5,2,0,0,24,20.5,08/11/10,4,5,2.5,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/MultiPoolConnectionInterceptor.java,2,2,2,2,2,6,6,2,0,0,24,20.5,08/11/10,4,6,3,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/PoolIdleReleaserTimer.java,1,1,1,1,1,0,0,1,0,0,3,3,11/10/10,2,0,0,4.571428571
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/SinglePoolConnectionInterceptor.java,2,2,2,2,2,12,12,2,2,2,24,20.5,08/11/10,4,14,7,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/SinglePoolMatchAllConnectionInterceptor.java,2,2,2,2,2,12,12,2,2,2,24,20.5,08/11/10,4,14,7,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/SubjectInterceptor.java,2,2,2,2,2,5,5,2,0,0,24,20.5,08/11/10,4,5,2.5,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/TCCLInterceptor.java,2,2,2,2,2,0,0,2,0,0,24,20.5,08/11/10,4,0,0,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/ThreadLocalCachingConnectionInterceptor.java,2,2,2,2,2,6,6,2,0,0,24,20.5,08/11/10,4,6,3,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/TransactionCachingInterceptor.java,2,2,2,2,2,25,25,2,10,10,24,20.5,08/11/10,4,35,17.5,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/TransactionEnlistingInterceptor.java,2,2,2,2,2,0,0,2,0,0,24,20.5,08/11/10,4,0,0,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/transactionlog/LogXAResourceInsertionInterceptor.java,1,1,1,1,1,0,0,1,0,0,24,24,08/11/10,2,0,0,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/outbound/XAResourceInsertionInterceptor.java,2,2,2,2,2,0,0,2,0,0,24,20.5,08/11/10,4,0,0,17.57142857
 components/txmanager/trunk/geronimo-connector/src/main/java/org/apache/geronimo/connector/ResourceAdapterWrapper.java,2,2,2,2,2,23,23,2,2,2,5,4,10/08/10,4,25,12.5,9.285714286
 components/txmanager/trunk/geronimo-connector/src/test/java/org/apache/geronimo/connector/outbound/AbstractSinglePoolTest.java,1,1,1,1,1,7,7,1,1,1,24,24,08/11/10,2,8,4,17.57142857
 components/txmanager/trunk/geronimo-connector/src/test/java/org/apache/geronimo/connector/outbound/ConnectionInterceptorTestUtils.java,2,2,2,2,2,0,0,2,0,0,24,13,08/11/10,4,0,0,17.57142857
 components/txmanager/trunk/geronimo-connector/src/test/java/org/apache/geronimo/connector/outbound/connectiontracking/ConnectionTrackingCoordinatorProxyTest.java,1,1,1,1,1,4,4,1,0,0,24,24,08/11/10,2,4,2,17.57142857
 components/txmanager/trunk/geronimo-connector/src/test/java/org/apache/geronimo/connector/outbound/connectiontracking/ConnectionTrackingCoordinatorTest.java,1,1,1,1,1,6,6,1,0,0,24,24,08/11/10,2,6,3,17.57142857
 components/txmanager/trunk/geronimo-transaction/pom.xml,3,3,3,3,3,1,1,3,1,1,8,4.666666667,10/15/10,6,2,1,8.285714286
 components/txmanager/trunk/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/log/XidImpl2.java,1,1,1,1,1,0,0,1,0,0,24,24,08/11/10,2,0,0,17.57142857
 components/txmanager/trunk/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/ExponentialtIntervalRetryScheduler.java,1,1,1,1,1,1,1,1,1,1,3,3,11/10/10,2,2,1,4.571428571
 components/txmanager/trunk/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/RecoveryImpl.java,4,4,4,4,4,42,27,4,15,9.5,10,6,09/16/10,8,57,18.25,12.42857143
 components/txmanager/trunk/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/RollbackTask.java,4,4,4,4,4,171,89.5,4,9,4.5,10,4.75,10/25/10,8,180,47,6.857142857
 components/txmanager/trunk/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/TransactionBranchInfoImpl.java,2,2,2,2,2,0,0,2,0,0,6,4.5,08/11/10,4,0,0,17.57142857
 components/txmanager/trunk/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/TransactionImpl.java,4,4,4,4,4,47,46,4,121,80.5,10,4.75,09/25/10,8,168,63.25,11.14285714
 components/txmanager/trunk/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/TransactionManagerImpl.java,2,2,2,2,2,21,21,2,5,5,10,7.5,10/21/10,4,26,13,7.428571429
 components/txmanager/trunk/geronimo-transaction/src/main/java/org/apache/geronimo/transaction/manager/XidImpl.java,1,1,1,1,1,0,0,1,0,0,24,24,08/11/10,2,0,0,17.57142857
 components/txmanager/trunk/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/AbstractRecoveryTest.java,2,2,2,2,2,14,10.5,2,30,18,10,8,09/16/10,4,44,14.25,12.42857143
 components/txmanager/trunk/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/HOWLLogRecoveryTest.java,2,2,2,2,2,0,0,2,0,0,10,7.5,10/21/10,4,0,0,7.428571429
 components/txmanager/trunk/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/MockLog.java,2,2,2,2,2,5,5,2,5,5,6,4.5,08/11/10,4,10,5,17.57142857
 components/txmanager/trunk/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/MockLogRecoveryTest.java,2,2,2,2,2,0,0,2,0,0,10,7.5,10/21/10,4,0,0,7.428571429
 components/txmanager/trunk/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/RecoveryTest.java,4,4,4,4,4,21,15.5,4,33,20,10,6,09/16/10,8,54,17.75,12.42857143
 components/txmanager/trunk/geronimo-transaction/src/test/java/org/apache/geronimo/transaction/manager/TransactionManagerImplTest.java,2,2,2,2,2,1,1,2,1,1,10,7.5,10/21/10,4,2,1,7.428571429
 components/txmanager/trunk/pom.xml,1,1,1,1,1,1,1,1,1,1,8,8,08/20/10,2,2,1,16.28571429
 daytrader/branches/2.1.3/daytrader-db2-datasource/pom.xml,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/daytrader-derby-datasource/pom.xml,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/daytrader-jetty/pom.xml,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/daytrader-jms/pom.xml,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/daytrader-oracle-datasource/pom.xml,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/daytrader-tomcat/pom.xml,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-ear/NOTICE,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-ear/pom.xml,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/NOTICE,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/sandbox/browserTest.html,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/sandbox/testContext.html,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/sandbox/testWidget.html,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/trader.html,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/trader_debug.html,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/WEB-INF/geronimo-web.xml.org,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/WEB-INF/web.xml,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/welcome.html,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/AccountSummary.js,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/BaseDaytraderPane.js,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/BuyQuote.js,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/Context.js,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/DaytraderProgressBar.js,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/LoginLogout.js,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/MarketSummary.js,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/Messages.js,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/Portfolio.js,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/QuickQuote.js,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/templates/HtmlAccountSummary.html,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/templates/HtmlBase.css,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/templates/HtmlBaseTemplate.html,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/templates/HtmlBuyQuote.html,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/templates/HtmlLoginLogout.html,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/templates/HtmlMarketSummary.html,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/templates/HtmlMessages.html,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/templates/HtmlPortfolio.html,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/templates/HtmlProgressBar.css,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/templates/HtmlProgressBar.html,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/dojo-ui-web/src/main/webapp/widget/templates/HtmlQuickQuote.html,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/ear/NOTICE,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/ear/pom.xml,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/ear/src/main/resources/META-INF/NOTICE,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/ear/src/main/resources/META-INF/persistence.xml.jboss5,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/ejb/NOTICE,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/ejb/pom.xml,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/ejb/src/main/java/org/apache/geronimo/samples/daytrader/ejb3/TradeSLSBBean.java,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/ejb/src/main/java/org/apache/geronimo/samples/daytrader/OrderDataBean.java,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/ejb/src/main/java/org/apache/geronimo/samples/daytrader/TradeConfig.java,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
 daytrader/branches/2.1.3/modules/ejb/src/main/resources/META-INF/jboss.xml,1,1,1,1,1,0,0,1,0,0,151,151,11/23/10,2,0,0,2.714285714
